HEROIC,ENCE,Team Liquid,FaZe Clan,Virtus.pro,Natus Vincere,Apeks,Skade,We Live Again,Karagümrük Espor,Where Team,Bystanders,Entropiq,Blaze Esports,Orgless (EU),Norsemen Hkraft,tournament,tournament_number,game_number,Redline,AfterAlt,BBL Esports,EXhalatioN,Digital Athletics,FIVE,Mutiny,SuperMassive Blaze,Road To Glory,Question Mark,PLAN B,DiNG,SKA Esports,Hall of Game,Tokyo Manji Gang,Galakticos,Vanir,Gear Up,type
8.0,1,14,7,9,7,2.0,18.0,3.0,4.0,5.0,2.0,1.0,3.0,1.0,6.0,data/esl_spring.csv,0,33,,,,,,,,,,,,,,,,,,,p
0.0,5,3,3,2,5,4.0,11.0,1.0,0.0,2.0,4.0,0.0,8.0,7.0,6.0,data/esl_spring.csv,0,34,,,,,,,,,,,,,,,,,,,k
0.0,5,3,6,4,6,8.0,16.0,1.0,0.0,3.0,4.0,0.0,18.0,13.0,6.0,data/esl_spring.csv,0,35,,,,,,,,,,,,,,,,,,,p
2.0,6,3,9,9,5,,2.0,,,,,,,,,data/pcs4.csv,1,0,5.0,2.0,9.0,1.0,3.0,2.0,1.0,2.0,0.0,,,,,,,,,,k
3.0,11,3,13,19,8,,4.0,,,,,,,,,data/pcs4.csv,1,1,5.0,2.0,9.0,1.0,4.0,2.0,1.0,8.0,0.0,,,,,,,,,,p
2.0,8,7,4,9,2,,0.0,,,,,,,,,data/pcs4.csv,1,2,5.0,3.0,8.0,0.0,1.0,3.0,4.0,1.0,0.0,,,,,,,,,,k
5.0,18,12,8,11,2,,0.0,,,,,,,,,data/pcs4.csv,1,3,5.0,4.0,14.0,0.0,2.0,3.0,4.0,1.0,0.0,,,,,,,,,,p
11.0,0,0,3,8,7,,2.0,,,,,,,,,data/pcs4.csv,1,4,12.0,3.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,k
15.0,0,0,4,8,9,,8.0,,,,,,,,,data/pcs4.csv,1,5,17.0,4.0,19.0,6.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,p
8.0,3,3,5,10,6,,3.0,,,,,,,,,data/pcs4.csv,1,6,12.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,,,,,,,,,,k
14.0,3,4,10,13,10,,5.0,,,,,,,,,data/pcs4.csv,1,7,22.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,,,,,,,,,,p
5.0,0,4,6,4,0,,5.0,,,,,,,,,data/pcs4.csv,1,8,2.0,0.0,5.0,14.0,8.0,0.0,4.0,3.0,0.0,,,,,,,,,,k
5.0,0,5,10,7,0,,6.0,,,,,,,,,data/pcs4.csv,1,9,2.0,0.0,11.0,24.0,13.0,0.0,6.0,3.0,0.0,,,,,,,,,,p
2.0,1,4,0,5,12,,4.0,,,,,,,,,data/pcs4.csv,1,10,3.0,4.0,0.0,4.0,0.0,3.0,8.0,0.0,9.0,,,,,,,,,,k
5.0,1,4,0,11,22,,8.0,,,,,,,,,data/pcs4.csv,1,11,3.0,4.0,0.0,5.0,1.0,3.0,13.0,0.0,11.0,,,,,,,,,,p
7.0,4,4,5,13,3,,7.0,,,,,,,,,data/pcs4.csv,1,12,2.0,0.0,3.0,3.0,1.0,2.0,0.0,4.0,3.0,,,,,,,,,,k
9.0,4,4,10,23,3,,13.0,,,,,,,,,data/pcs4.csv,1,13,5.0,0.0,3.0,3.0,2.0,2.0,0.0,8.0,4.0,,,,,,,,,,p
4.0,1,0,5,5,0,,4.0,,,,,,,,,data/pcs4.csv,1,14,2.0,0.0,5.0,1.0,15.0,7.0,1.0,10.0,1.0,,,,,,,,,,k
4.0,1,0,8,10,0,,6.0,,,,,,,,,data/pcs4.csv,1,15,3.0,0.0,11.0,1.0,25.0,8.0,1.0,14.0,1.0,,,,,,,,,,p
13.0,2,6,5,9,9,,1.0,,,,,,,,,data/pcs4.csv,1,16,1.0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,k
19.0,2,8,6,12,13,,2.0,,,,,,,,,data/pcs4.csv,1,17,1.0,18.0,6.0,0.0,0.0,0.0,2.0,1.0,2.0,,,,,,,,,,p
6.0,0,8,0,11,7,,4.0,,,,,,,,,data/pcs4.csv,1,18,1.0,3.0,1.0,14.0,0.0,1.0,1.0,2.0,1.0,,,,,,,,,,k
8.0,0,8,0,17,11,,4.0,,,,,,,,,data/pcs4.csv,1,19,4.0,8.0,1.0,24.0,0.0,1.0,2.0,2.0,2.0,,,,,,,,,,p
8.0,0,13,4,4,2,,0.0,,,,,,,,,data/pcs4.csv,1,20,0.0,2.0,3.0,2.0,6.0,3.0,7.0,2.0,3.0,,,,,,,,,,k
13.0,0,23,8,4,2,,0.0,,,,,,,,,data/pcs4.csv,1,21,1.0,3.0,3.0,2.0,12.0,3.0,10.0,2.0,5.0,,,,,,,,,,p
2.0,4,9,1,7,10,,3.0,,,,,,,,,data/pcs4.csv,1,22,6.0,1.0,2.0,3.0,4.0,0.0,3.0,5.0,1.0,,,,,,,,,,k
2.0,8,10,3,8,20,,8.0,,,,,,,,,data/pcs4.csv,1,23,9.0,1.0,2.0,3.0,4.0,0.0,3.0,11.0,1.0,,,,,,,,,,p
5.0,3,1,4,16,1,,1.0,,,,,,,,,data/pcs4.csv,1,24,2.0,1.0,4.0,8.0,3.0,2.0,1.0,6.0,1.0,,,,,,,,,,k
10.0,3,1,7,26,2,,1.0,,,,,,,,,data/pcs4.csv,1,25,2.0,1.0,6.0,8.0,7.0,3.0,1.0,12.0,1.0,,,,,,,,,,p
4.0,9,10,2,6,5,,0.0,,,,,,,,,data/pcs4.csv,1,26,2.0,3.0,2.0,1.0,10.0,2.0,0.0,4.0,0.0,,,,,,,,,,k
6.0,10,20,2,6,10,,0.0,,,,,,,,,data/pcs4.csv,1,27,3.0,3.0,2.0,1.0,16.0,2.0,4.0,7.0,0.0,,,,,,,,,,p
5.0,15,3,6,4,8,,5.0,,,,,,,,,data/pcs4.csv,1,28,9.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,k
11.0,25,5,10,5,8,,8.0,,,,,,,,,data/pcs4.csv,1,29,10.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,p
3.0,1,0,0,6,3,,5.0,,,,,,,,,data/pcs4.csv,1,30,12.0,3.0,3.0,8.0,1.0,7.0,5.0,3.0,0.0,,,,,,,,,,k
3.0,1,2,1,10,4,,5.0,,,,,,,,,data/pcs4.csv,1,31,22.0,3.0,3.0,14.0,1.0,10.0,10.0,3.0,0.0,,,,,,,,,,p
14.0,1,0,0,0,10,,5.0,,,,,,,,,data/pcs4.csv,1,32,2.0,9.0,1.0,4.0,1.0,2.0,7.0,3.0,0.0,,,,,,,,,,k
20.0,1,2,0,0,10,,6.0,,,,,,,,,data/pcs4.csv,1,33,5.0,19.0,1.0,5.0,1.0,2.0,11.0,8.0,0.0,,,,,,,,,,p
8.0,5,4,9,1,1,,2.0,,,,,,,,,data/pcs4.csv,1,34,2.0,12.0,3.0,3.0,1.0,2.0,5.0,0.0,0.0,,,,,,,,,,k
9.0,9,4,15,1,2,,7.0,,,,,,,,,data/pcs4.csv,1,35,2.0,22.0,3.0,3.0,1.0,4.0,8.0,0.0,0.0,,,,,,,,,,p
11.0,4,0,7,1,11,,1.0,,,,,,,,,data/pcs4.csv,1,36,4.0,2.0,1.0,3.0,0.0,2.0,2.0,6.0,0.0,,,,,,,,,,k
21.0,4,0,10,3,16,,1.0,,,,,,,,,data/pcs4.csv,1,37,8.0,2.0,7.0,3.0,0.0,3.0,2.0,7.0,0.0,,,,,,,,,,p
6.0,0,0,11,1,7,,4.0,,,,,,,,,data/pcs4.csv,1,38,3.0,5.0,1.0,2.0,5.0,5.0,4.0,1.0,2.0,,,,,,,,,,k
11.0,0,1,21,1,8,,7.0,,,,,,,,,data/pcs4.csv,1,39,3.0,9.0,1.0,2.0,7.0,5.0,10.0,1.0,2.0,,,,,,,,,,p
12.0,2,2,0,2,7,,1.0,,,,,,,,,data/pcs4.csv,1,40,1.0,0.0,4.0,3.0,2.0,3.0,10.0,9.0,1.0,,,,,,,,,,k
22.0,2,7,0,2,10,,5.0,,,,,,,,,data/pcs4.csv,1,41,1.0,0.0,6.0,4.0,2.0,4.0,16.0,9.0,1.0,,,,,,,,,,p
2.0,2,1,10,5,4,,2.0,,,,,,,,,data/pcs4.csv,1,42,1.0,8.0,3.0,8.0,0.0,5.0,1.0,3.0,3.0,,,,,,,,,,k
2.0,2,1,15,5,5,,2.0,,,,,,,,,data/pcs4.csv,1,43,1.0,18.0,6.0,10.0,0.0,5.0,2.0,9.0,7.0,,,,,,,,,,p
4.0,7,2,4,8,0,,5.0,,,,,,,,,data/pcs4.csv,1,44,2.0,0.0,12.0,3.0,4.0,2.0,2.0,1.0,4.0,,,,,,,,,,k
5.0,8,2,4,12,2,,5.0,,,,,,,,,data/pcs4.csv,1,45,5.0,0.0,22.0,3.0,9.0,2.0,2.0,1.0,10.0,,,,,,,,,,p
5.0,7,6,5,7,8,,7.0,,,,,,,,,data/pcs4.csv,1,46,2.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,,,,,,,,,,k
8.0,13,6,5,12,12,,17.0,,,,,,,,,data/pcs4.csv,1,47,2.0,2.0,1.0,2.0,2.0,5.0,2.0,0.0,4.0,,,,,,,,,,p
2.0,3,14,8,4,3,,1.0,,,,,,,,,data/pcs4.csv,1,48,2.0,1.0,3.0,9.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,,,k
2.0,4,24,11,4,7,,1.0,,,,,,,,,data/pcs4.csv,1,49,2.0,1.0,4.0,15.0,3.0,1.0,1.0,11.0,1.0,,,,,,,,,,p
0.0,2,14,1,5,6,,0.0,,,,,,,,,data/pcs4.csv,1,50,7.0,3.0,5.0,0.0,8.0,0.0,1.0,3.0,5.0,,,,,,,,,,k
3.0,2,24,2,7,11,,0.0,,,,,,,,,data/pcs4.csv,1,51,13.0,3.0,9.0,0.0,9.0,0.0,1.0,3.0,5.0,,,,,,,,,,p
3.0,2,6,1,13,5,,2.0,,,,,,,,,data/pcs4.csv,1,52,1.0,3.0,0.0,6.0,4.0,3.0,3.0,3.0,4.0,,,,,,,,,,k
4.0,2,8,1,23,10,,2.0,,,,,,,,,data/pcs4.csv,1,53,1.0,6.0,0.0,7.0,4.0,3.0,7.0,3.0,10.0,,,,,,,,,,p
4.0,11,2,0,8,3,,6.0,,,,,,,,,data/pcs4.csv,1,54,0.0,1.0,12.0,1.0,5.0,2.0,3.0,0.0,1.0,,,,,,,,,,k
4.0,12,2,0,12,3,,12.0,,,,,,,,,data/pcs4.csv,1,55,0.0,1.0,22.0,1.0,10.0,3.0,6.0,0.0,3.0,,,,,,,,,,p
1.0,5,0,4,4,3,,3.0,,,,,,,,,data/pcs4.csv,1,56,13.0,2.0,2.0,3.0,1.0,1.0,6.0,7.0,3.0,,,,,,,,,,k
1.0,11,0,9,7,5,,3.0,,,,,,,,,data/pcs4.csv,1,57,23.0,6.0,2.0,3.0,1.0,2.0,6.0,7.0,4.0,,,,,,,,,,p
0.0,3,1,0,0,10,,1.0,,,,,,,,,data/pcs4.csv,1,58,7.0,11.0,5.0,1.0,2.0,2.0,12.0,4.0,1.0,,,,,,,,,,k
0.0,8,1,2,0,20,,1.0,,,,,,,,,data/pcs4.csv,1,59,13.0,15.0,6.0,1.0,2.0,2.0,15.0,5.0,1.0,,,,,,,,,,p
6.0,2,1,10,0,1,,5.0,,,,,,,,,data/pcs4.csv,1,60,12.0,1.0,0.0,3.0,6.0,9.0,2.0,0.0,1.0,,,,,,,,,,k
10.0,2,1,11,0,6,,8.0,,,,,,,,,data/pcs4.csv,1,61,22.0,7.0,0.0,3.0,6.0,10.0,2.0,0.0,3.0,,,,,,,,,,p
1.0,10,7,5,1,12,,3.0,,,,,,,,,data/pcs4.csv,1,62,0.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,4.0,,,,,,,,,,k
1.0,15,7,9,3,18,,4.0,,,,,,,,,data/pcs4.csv,1,63,0.0,3.0,1.0,3.0,4.0,14.0,1.0,2.0,7.0,,,,,,,,,,p
9.0,8,1,3,1,2,,7.0,,,,,,,,,data/pcs4.csv,1,64,5.0,4.0,0.0,0.0,4.0,0.0,4.0,6.0,7.0,,,,,,,,,,k
9.0,11,1,5,1,6,,17.0,,,,,,,,,data/pcs4.csv,1,65,5.0,9.0,0.0,0.0,4.0,1.0,4.0,12.0,8.0,,,,,,,,,,p
3.0,11,6,1,8,7,,2.0,,,,,,,,,data/pcs4.csv,1,66,1.0,2.0,0.0,1.0,0.0,0.0,13.0,2.0,1.0,,,,,,,,,,k
3.0,15,6,1,18,12,,2.0,,,,,,,,,data/pcs4.csv,1,67,1.0,2.0,1.0,4.0,0.0,1.0,19.0,4.0,1.0,,,,,,,,,,p
0.0,2,5,1,3,3,,15.0,,,,,,,,,data/pcs4.csv,1,68,4.0,0.0,3.0,1.0,0.0,11.0,3.0,8.0,1.0,,,,,,,,,,k
5.0,2,5,1,7,9,,25.0,,,,,,,,,data/pcs4.csv,1,69,5.0,0.0,3.0,1.0,0.0,14.0,5.0,9.0,1.0,,,,,,,,,,p
2.0,9,9,0,5,3,,9.0,,,,,,,,,data/pcs4.csv,1,70,3.0,4.0,5.0,4.0,0.0,0.0,6.0,0.0,3.0,,,,,,,,,,k
4.0,19,14,0,8,3,,15.0,,,,,,,,,data/pcs4.csv,1,71,3.0,8.0,6.0,4.0,0.0,0.0,6.0,0.0,4.0,,,,,,,,,,p
,2,2,2,1,7,,5.0,,,,,1.0,,3.0,,esl_summer,2,0,8.0,,,,6.0,,2.0,2.0,,7.0,6.0,1.0,0.0,,,,,,k
,3,6,2,1,9,,5.0,,,,,1.0,,3.0,,esl_summer,2,1,8.0,,,,11.0,,5.0,3.0,,13.0,16.0,1.0,0.0,,,,,,p
,3,3,11,3,4,,1.0,,,,,2.0,,2.0,,esl_summer,2,2,3.0,,,,2.0,,2.0,3.0,,6.0,2.0,5.0,10.0,,,,,,k
,3,3,14,7,6,,2.0,,,,,2.0,,2.0,,esl_summer,2,3,3.0,,,,2.0,,3.0,3.0,,16.0,2.0,10.0,16.0,,,,,,p
,0,7,0,8,8,,0.0,,,,,0.0,,4.0,,esl_summer,2,4,10.0,,,,7.0,,1.0,6.0,,6.0,1.0,0.0,1.0,,,,,,k
,0,9,1,13,8,,0.0,,,,,3.0,,4.0,,esl_summer,2,5,20.0,,,,13.0,,1.0,6.0,,10.0,2.0,0.0,1.0,,,,,,p
,2,9,2,2,4,,3.0,,,,,2.0,,2.0,,esl_summer,2,6,6.0,,,,2.0,,2.0,11.0,,1.0,3.0,6.0,2.0,,,,,,k
,2,19,2,4,8,,4.0,,,,,2.0,,2.0,,esl_summer,2,7,11.0,,,,3.0,,5.0,17.0,,1.0,3.0,6.0,2.0,,,,,,p
,0,3,5,14,9,,0.0,,,,,0.0,,1.0,,esl_summer,2,8,2.0,,,,4.0,,3.0,0.0,,8.0,3.0,5.0,1.0,,,,,,k
,0,3,7,20,19,,0.0,,,,,0.0,,1.0,,esl_summer,2,9,2.0,,,,5.0,,6.0,0.0,,13.0,4.0,9.0,1.0,,,,,,p
,4,4,12,6,0,,2.0,,,,,0.0,,7.0,,esl_summer,2,10,7.0,,,,11.0,,1.0,1.0,,2.0,1.0,2.0,0.0,,,,,,k
,7,4,22,11,0,,2.0,,,,,0.0,,13.0,,esl_summer,2,11,8.0,,,,15.0,,2.0,1.0,,4.0,1.0,2.0,0.0,,,,,,p
,4,2,0,13,7,,3.0,,,,,0.0,,2.0,,esl_summer,2,12,7.0,,,,7.0,,4.0,0.0,,1.0,4.0,7.0,0.0,,,,,,k
,4,2,1,23,12,,3.0,,,,,0.0,,2.0,,esl_summer,2,13,13.0,,,,11.0,,5.0,0.0,,1.0,6.0,10.0,0.0,,,,,,p
,2,14,8,2,2,,1.0,,,,,4.0,,4.0,,esl_summer,2,14,5.0,,,,1.0,,1.0,2.0,,9.0,1.0,2.0,1.0,,,,,,k
,2,20,18,2,2,,1.0,,,,,5.0,,5.0,,esl_summer,2,15,5.0,,,,1.0,,1.0,4.0,,14.0,4.0,6.0,1.0,,,,,,p
,8,2,11,1,8,,7.0,,,,,1.0,,2.0,,esl_summer,2,16,2.0,,,,2.0,,0.0,6.0,,4.0,0.0,3.0,3.0,,,,,,k
,12,7,17,1,18,,8.0,,,,,1.0,,5.0,,esl_summer,2,17,2.0,,,,2.0,,0.0,8.0,,4.0,1.0,3.0,3.0,,,,,,p
,2,4,2,11,5,,1.0,,,,,5.0,,4.0,,esl_summer,2,18,6.0,,,,7.0,,2.0,2.0,,2.0,4.0,0.0,3.0,,,,,,k
,6,4,2,17,10,,1.0,,,,,6.0,,4.0,,esl_summer,2,19,6.0,,,,17.0,,3.0,5.0,,2.0,6.0,0.0,3.0,,,,,,p
,4,12,5,2,3,,0.0,,,,,2.0,,8.0,,esl_summer,2,20,0.0,,,,5.0,,3.0,2.0,,1.0,5.0,7.0,0.0,,,,,,k
,7,18,10,2,4,,0.0,,,,,2.0,,18.0,,esl_summer,2,21,0.0,,,,5.0,,5.0,2.0,,1.0,9.0,7.0,1.0,,,,,,p
,6,8,1,7,4,,3.0,,,,,2.0,,2.0,,esl_summer,2,22,3.0,,,,2.0,,1.0,1.0,,14.0,2.0,2.0,2.0,,,,,,k
,8,11,1,11,5,,3.0,,,,,2.0,,2.0,,esl_summer,2,23,9.0,,,,7.0,,1.0,1.0,,24.0,2.0,2.0,3.0,,,,,,p
,5,5,2,5,10,,0.0,,,,,5.0,,0.0,,esl_summer,3,0,2.0,,,,15.0,,0.0,5.0,,1.0,1.0,1.0,1.0,,,,,,k
,8,5,2,10,11,,0.0,,,,,9.0,,1.0,,esl_summer,3,1,2.0,,,,25.0,,0.0,11.0,,1.0,3.0,1.0,1.0,,,,,,p
,1,5,1,14,2,,9.0,,,,,0.0,,2.0,,esl_summer,3,2,4.0,,,,5.0,,5.0,0.0,,3.0,0.0,4.0,3.0,,,,,,k
,1,7,1,24,2,,12.0,,,,,0.0,,7.0,,esl_summer,3,3,4.0,,,,9.0,,11.0,0.0,,4.0,0.0,4.0,4.0,,,,,,p
,1,8,6,4,0,,0.0,,,,,6.0,,2.0,,esl_summer,3,4,4.0,,,,8.0,,1.0,4.0,,1.0,6.0,4.0,2.0,,,,,,k
,1,11,6,14,0,,1.0,,,,,8.0,,3.0,,esl_summer,3,5,8.0,,,,14.0,,1.0,4.0,,1.0,11.0,4.0,2.0,,,,,,p
,2,13,13,4,4,,1.0,,,,,3.0,,0.0,,esl_summer,3,6,2.0,,,,4.0,,0.0,4.0,,4.0,1.0,1.0,3.0,,,,,,k
,12,18,19,4,6,,1.0,,,,,6.0,,0.0,,esl_summer,3,7,6.0,,,,5.0,,0.0,4.0,,5.0,1.0,1.0,3.0,,,,,,p
,0,10,2,10,1,,0.0,,,,,1.0,,2.0,,esl_summer,3,8,9.0,,,,3.0,,0.0,3.0,,3.0,2.0,12.0,1.0,,,,,,k
,0,12,2,15,1,,1.0,,,,,1.0,,6.0,,esl_summer,3,9,12.0,,,,9.0,,0.0,4.0,,3.0,2.0,22.0,1.0,,,,,,p
,8,1,14,5,0,,3.0,,,,,5.0,,1.0,,esl_summer,3,10,1.0,,,,5.0,,3.0,1.0,,10.0,0.0,0.0,2.0,,,,,,k
,14,1,16,10,0,,4.0,,,,,6.0,,1.0,,esl_summer,3,11,1.0,,,,9.0,,6.0,1.0,,20.0,0.0,0.0,2.0,,,,,,p
,2,2,6,6,0,,0.0,,,,,0.0,,5.0,,esl_summer,3,12,0.0,,,,6.0,,4.0,16.0,,4.0,0.0,5.0,4.0,,,,,,k
,2,7,6,10,3,,0.0,,,,,0.0,,6.0,,esl_summer,3,13,0.0,,,,12.0,,6.0,26.0,,4.0,0.0,6.0,4.0,,,,,,p
,4,8,6,9,4,,1.0,,,,,0.0,,3.0,,esl_summer,3,14,7.0,,,,11.0,,0.0,5.0,,1.0,0.0,0.0,0.0,,,,,,k
,6,9,10,19,4,,1.0,,,,,0.0,,3.0,,esl_summer,3,15,10.0,,,,17.0,,5.0,6.0,,1.0,0.0,0.0,0.0,,,,,,p
,4,2,10,3,8,,3.0,,,,,3.0,,1.0,,esl_summer,3,16,11.0,,,,2.0,,0.0,2.0,,3.0,4.0,1.0,1.0,,,,,,k
,9,2,12,3,18,,6.0,,,,,3.0,,1.0,,esl_summer,3,17,17.0,,,,3.0,,0.0,3.0,,7.0,4.0,1.0,1.0,,,,,,p
,1,3,2,9,1,,2.0,,,,,3.0,,0.0,,esl_summer,3,18,7.0,,,,4.0,,1.0,11.0,,1.0,0.0,12.0,1.0,,,,,,k
,3,4,2,19,4,,2.0,,,,,3.0,,0.0,,esl_summer,3,19,8.0,,,,9.0,,1.0,15.0,,1.0,0.0,18.0,1.0,,,,,,p
,2,2,4,2,8,,13.0,,,,,4.0,,3.0,,esl_summer,3,20,4.0,,,,0.0,,1.0,3.0,,1.0,3.0,9.0,0.0,,,,,,k
,7,2,4,3,14,,17.0,,,,,5.0,,3.0,,esl_summer,3,21,4.0,,,,0.0,,3.0,6.0,,1.0,3.0,19.0,0.0,,,,,,p
,0,4,3,3,8,,10.0,,,,,4.0,,4.0,,esl_summer,3,22,0.0,,,,1.0,,1.0,0.0,,4.0,3.0,1.0,10.0,,,,,,k
